"Lot.Number","Family","Production.Date","Production.Set.Point.A","Production.Set.Point.B","Production.Set.Point.C","Production.Set.Point.D","Growth.Time.A","Growth.Slope.A","Growth.Slope.B","Growth.Max","Growth.Slope.C","Growth.Time.B","Protein.Conc.A","Protein.C","Protein.Conc.B","Protein.Conc.C","Protein.Conc.D","Adjuvent.Conc","Potency.Test.Date","Inflection","Potency","prod_year","prod_week","Prod_date","pot_year","pot_week","Potency_date","Vacc_age","corrected_potency"
184,"B","2017W12",36.5,36.3,205,20,107,38.4465906,49.269275,664.223084,-42.903411,958,10.372413333,61.5,NA,NA,107,1.265493,"2017W24",76.59,179.09,2017,12,2017-03-21,2017,24,2017-06-16,87,105.970414201183
185,"B","2017W13",36.5,36.3,205,20,107,39.611334,50.205342,662.683472,-41.71366,932,9.6593866667,62.466666667,NA,NA,108,1.23302,"2017W24",65.84,160.45,2017,13,2017-03-26,2017,24,2017-06-12,78,94.9408284023669
186,"B","2017W15",36.5,36.3,205,20,110,38.1823856,48.5552628,665.464172,-41.813988,954,10.30699,65.766666667,NA,NA,112,1.261346,"2017W25",58.92,122.32,2017,15,2017-04-09,2017,25,2017-06-19,71,72.3786982248521
187,"B","2017W16",36.5,36.3,205,20,106,39.7115574,50.4539484,664.99707,-42.922318,938,10.77952,66.2,NA,NA,130,1.319945,"2017W25",37.02,103.07,2017,16,2017-04-16,2017,25,2017-06-23,68,60.9881656804734
188,"B","2017W16",36.5,36.3,205,20,106,38.2663814,47.3527862,657.490112,-41.84769,945,9.8678566667,68.733333333,NA,NA,110,1.308796,"2017W26",19.05,102.21,2017,16,2017-04-18,2017,26,2017-06-26,69,60.4792899408284
189,"B","2017W16",36.5,36.3,205,20,108,36.9978705,46.6204013,660.854675,-41.528321,993,10.338056667,62.333333333,NA,NA,107,1.317977,"2017W26",9.52,92.53,2017,16,2017-04-20,2017,26,2017-06-30,71,54.7514792899408
200,"B","2017W20",36.5,36.3,205,20,103,38.298194,44.3412321,662.350586,-43.272058,986,9.36058,66.4,NA,NA,104,1.27441,"2017W28",54.15,155.44,2017,20,2017-05-16,2017,28,2017-07-10,55,91.9763313609467
201,"B","2017W20",36.5,36.3,205,20,108,39.0004317,43.7863825,654.439514,-42.739125,945,8.90985,66.5,NA,NA,96,1.289422,"2017W28",62.24,170.04,2017,20,2017-05-18,2017,28,2017-07-14,57,100.615384615385
202,"B","2017W21",36.5,36.3,205,20,107,35.6863042,40.882395,653.968628,-41.656949,1028,7.8816233333,61.766666667,NA,NA,90,1.252969,"2017W29",60.22,143.79,2017,21,2017-05-21,2017,29,2017-07-17,57,85.0828402366864
190,"B","2017W17",36.5,36.3,205,20,102,37.3434623,46.7367898,658.725098,-44.559071,990,11.10204,64.266666667,NA,NA,103,1.233437,"2017W30",63.74,169.38,2017,17,2017-04-23,2017,30,2017-07-24,92,100.224852071006
203,"B","2017W21",36.5,36.3,205,20,107,38.6444832,48.0353648,666.155518,-41.955445,947,9.8635666667,68.4,NA,NA,112,1.283857,"2017W30",76.56,193.46,2017,21,2017-05-23,2017,30,2017-07-28,66,114.473372781065
191,"B","2017W17",36.5,36.3,205,20,109,38.2978446,46.5984188,664.913696,-43.231011,995,8.1650633333,61.6,NA,NA,113,1.233783,"2017W31",67.07,221.86,2017,17,2017-04-25,2017,31,2017-07-31,97,131.278106508876
192,"B","2017W17",36.5,36.3,205,20,105,35.5159594,42.0793413,653.914917,-42.16966,1036,9.9568,61.566666667,NA,NA,97,1.244717,"2017W31",64.29,171.56,2017,17,2017-04-27,2017,31,2017-08-04,99,101.514792899408
196,"B","2017W19",36.5,36.3,205,20,106,36.8988817,44.1478587,657.94281,-42.649804,1002,9.19025,62.133333333,NA,NA,94,1.237121,"2017W31",68.32,200.77,2017,19,2017-05-09,2017,31,2017-07-31,83,118.798816568047
194,"B","2017W18",36.5,36.3,205,20,103,36.7703163,45.1637493,657.448425,-44.050097,989,9.8962033333,60.3,NA,NA,105,1.268575,"2017W32",62.36,183.35,2017,18,2017-05-02,2017,32,2017-08-07,97,108.491124260355
197,"B","2017W19",36.5,36.3,205,20,107,38.3187786,46.0822726,662.255371,-42.970284,968,9.53866,64.9,NA,NA,106,1.236046,"2017W32",71.72,174.61,2017,19,2017-05-11,2017,32,2017-08-11,92,103.319526627219
198,"B","2017W19",36.5,36.3,205,20,105,36.7309823,42.061156,653.524719,-43.611769,1006,8.6624833333,63.9,NA,NA,99,1.283931,"2017W32",66.5,194.91,2017,19,2017-05-13,2017,32,2017-08-07,86,115.331360946746
199,"B","2017W20",36.5,36.3,205,20,109,37.9436426,45.6078535,663.530029,-42.836037,979,9.57747,66,NA,NA,96,1.263419,"2017W32",58.05,169.52,2017,20,2017-05-14,2017,32,2017-08-11,89,100.307692307692
204,"B","2017W21",36.5,36.3,205,20,104,35.9686439,41.217767,656.568787,-40.35209,1016,7.3576566667,61.933333333,NA,NA,87,1.271983,"2017W32",51.3,142.77,2017,21,2017-05-25,2017,32,2017-08-07,74,84.4792899408284
562,"A","2017W24",36.5,36.3,205,20,106,34.3584503,36.6643469,642.348084,-39.252066,1033,7.6660533333,62.1,NA,NA,77,1.2697,"2017W36",12.46,136.79,2017,24,2017-06-13,2017,36,2017-09-04,83,136.79
563,"A","2017W24",36.5,36.3,205,20,106,36.5879522,42.86811,656.187988,-42.173854,993,8.5210233333,61.833333333,NA,NA,92,1.2759,"2017W36",9.93,108.16,2017,24,2017-06-15,2017,36,2017-09-08,85,108.16
564,"A","2017W25",36.5,36.3,205,20,105,36.838456,45.140436,661.039917,-42.782971,987,9.7076233333,65.966666667,NA,NA,104,1.2698,"2017W36",9.25,67.31,2017,25,2017-06-18,2017,36,2017-09-04,78,67.31
565,"A","2017W25",36.5,36.3,205,20,105,38.5456062,48.3381419,665.995117,-42.783993,960,10.065776667,68.5,NA,NA,112,1.255,"2017W36",12.66,87.09,2017,25,2017-06-20,2017,36,2017-09-08,80,87.09
566,"A","2017W26",36.5,36.3,205,20,103,35.4953627,41.7503214,657.138611,-41.757378,1035,8.68361,64.9,NA,NA,94,1.2739,"2017W36",12.27,100.69,2017,26,2017-06-29,2017,36,2017-09-04,67,100.69
205,"B","2017W22",36.5,36.3,205,20,107,37.1200629,44.9324671,663.036804,-42.487381,984,9.1787133333,66.5,NA,NA,102,1.264113,"2017W37",55.23,138.34,2017,22,2017-05-28,2017,37,2017-09-11,106,81.8579881656805
206,"B","2017W23",36.5,36.3,205,20,108,36.6866419,44.452823,654.331604,-41.122579,991,8.5659733333,64.566666667,NA,NA,100,1.217017,"2017W37",56.8,136.74,2017,23,2017-06-04,2017,37,2017-09-15,103,80.9112426035503
209,"B","2017W24",36.5,36.3,205,20,107,35.0262051,38.3411523,648.995972,-40.732661,1036,7.66894,61.1,NA,NA,85,1.223838,"2017W37",50.77,152.14,2017,24,2017-06-11,2017,37,2017-09-11,92,90.0236686390533
210,"B","2017W26",36.5,36.3,205,20,107,36.030829,41.1636842,654.877502,-41.987699,1018,8.57545,67.433333333,NA,NA,86,1.231257,"2017W37",48.54,139.71,2017,26,2017-06-25,2017,37,2017-09-15,82,82.6686390532545
207,"B","2017W23",36.5,36.3,205,20,108,37.6165509,45.1704961,661.527588,-42.054037,975,8.9104133333,65.066666667,NA,NA,106,1.257873,"2017W38",52.98,141.86,2017,23,2017-06-06,2017,38,2017-09-18,104,83.9408284023669
208,"B","2017W23",36.5,36.3,205,20,103,37.8279987,45.7800619,661.424316,-42.94969,962,9.17792,64,NA,NA,104,1.206055,"2017W38",79.2,195.63,2017,23,2017-06-08,2017,38,2017-09-22,106,115.757396449704
211,"B","2017W26",36.5,36.3,205,20,104,35.7330786,44.4485261,659.920288,-42.595322,1014,9.6565533333,67.6,NA,NA,103,1.180163,"2017W38",53,130.4,2017,26,2017-06-27,2017,38,2017-09-18,83,77.1597633136095
212,"B","2017W28",36.5,36.3,205,20,107,36.432656,43.9056017,657.892212,-42.994722,1015,8.4397633333,58.7,NA,NA,100,1.254131,"2017W38",56.45,141.66,2017,28,2017-07-09,2017,38,2017-09-22,75,83.8224852071006
213,"B","2017W28",36.5,36.3,205,20,103,37.9200158,45.8842829,663.430298,-42.770743,987,9.7356166667,63.5,NA,NA,106,1.268358,"2017W39",84.15,190.79,2017,28,2017-07-11,2017,39,2017-09-25,76,112.89349112426
214,"B","2017W29",36.5,36.3,205,20,104,34.8793614,39.838611,645.328674,-40.761826,1022,9.4928766667,60.633333333,NA,NA,95,1.272716,"2017W39",62.23,148.4,2017,29,2017-07-16,2017,39,2017-09-29,75,87.810650887574
215,"B","2017W29",36.5,36.3,205,20,112,35.9003984,43.9915098,652.848572,-41.737714,992,10.441993333,64.433333333,NA,NA,96,1.255978,"2017W39",42.81,129.64,2017,29,2017-07-18,2017,39,2017-09-25,69,76.7100591715976
216,"B","2017W30",36.5,36.3,205,20,105,36.2690598,38.291717,644.179688,-40.968814,1001,6.0788966667,58.8,NA,NA,91,1.275736,"2017W39",53.46,166.6,2017,30,2017-07-23,2017,39,2017-09-29,68,98.5798816568047
218,"B","2017W31",36.5,36.3,205,20,106,34.4811797,31.926074,624.282776,-37.483691,1020,7.3073966667,60.233333333,NA,NA,71,1.241429,"2017W40",55.21,195.42,2017,31,2017-07-30,2017,40,2017-10-02,64,115.633136094675
219,"B","2017W31",36.5,36.3,205,20,100,35.987423,37.2880067,640.36853,-41.186297,1026,8.12411,59.366666667,NA,NA,78,1.19763,"2017W42",34.2,91.72,2017,31,2017-08-01,2017,42,2017-10-16,76,54.2721893491124
220,"B","2017W32",36.5,36.3,205,20,104,34.8202987,37.3565517,639.768921,-39.539573,1018,8.1165833333,62.033333333,NA,NA,88,1.227501,"2017W42",43.75,111.94,2017,32,2017-08-06,2017,42,2017-10-20,75,66.2366863905325
222,"B","2017W34",36.5,36.3,205,20,105,35.1066954,43.0325759,647.930176,-40.923848,1009,9.2440866667,62.666666667,NA,NA,94,1.268037,"2017W43",48.58,172.84,2017,34,2017-08-20,2017,43,2017-10-23,64,102.272189349112
224,"B","2017W35",36.5,36.3,205,20,104,36.5036709,38.0024643,647.372009,-39.531461,1012,7.4320866667,60.933333333,NA,NA,86,1.27786,"2017W43",37.09,145.37,2017,35,2017-08-27,2017,43,2017-10-27,61,86.0177514792899
225,"B","2017W35",36.5,36.3,205,20,103,36.0876191,41.795134,650.804688,-41.579605,985,7.97295,61.6,NA,NA,94,1.294631,"2017W43",32.94,135.4,2017,35,2017-08-29,2017,43,2017-10-23,55,80.1183431952663
226,"B","2017W36",36.5,36.3,205,20,107,35.3230881,36.8618016,642.731323,-39.702712,1021,8.0148266667,61,NA,NA,85,1.382041,"2017W44",49.75,151.94,2017,36,2017-09-03,2017,44,2017-10-30,57,89.905325443787
221,"B","2017W33",36.5,36.3,205,20,100,36.1820786,43.2997254,652.836975,-41.281293,995,8.1883533333,62.833333333,NA,NA,93,1.247158,"2017W47",36.2,124.64,2017,33,2017-08-13,2017,47,2017-11-20,99,73.7514792899408
227,"B","2017W37",36.5,36.3,205,20,107,35.9301161,37.6258463,649.358521,-40.432969,1020,7.4486233333,60.233333333,NA,NA,91,1.295573,"2017W48",35.61,115.51,2017,37,2017-09-10,2017,48,2017-11-27,78,115.51
228,"B","2017W38",36.5,36.3,205,20,105,35.9825199,37.5915449,642.549805,-40.952447,1004,8.01663,63.033333333,NA,NA,89,1.329888,"2017W49",60.77,86.69,2017,38,2017-09-17,2017,49,2017-12-04,78,86.69
229,"B","2017W38",36.5,36.3,205,20,114,35.2548818,36.9270645,648.441406,-40.838015,1076,8.81963,56.933333333,NA,NA,89,1.285368,"2018W02",53.36,71.03,2017,38,2017-09-19,2018,2,2018-01-09,112,71.03
230,"B","2017W39",36.5,36.3,205,20,111,34.5641656,34.2195718,632.214722,-40.662636,1015,8.39722,63.466666667,NA,NA,92,1.298319,"2018W02",61.74,77.9,2017,39,2017-09-24,2018,2,2018-01-13,111,77.9
233,"B","2017W49",36.5,36.3,205,20,106,32.2400502,35.4044756,616.832398,-38.865993,1093,9.1577666667,54.5,NA,NA,83,1.334532,"2018W06",58.19,120.25,2017,49,2017-12-05,2018,6,2018-02-06,63,120.25
237,"B","2018W03",36.5,36.3,205,20,108,32.7234397,30.3850905,597.039307,-37.291145,1045,8.1029166667,58,NA,NA,74,1.236138,"2018W12",37.36,72.11,2018,3,2018-01-15,2018,12,2018-03-20,64,72.11
231,"B","2017W39",36.5,36.3,205,20,NA,NA,NA,NA,NA,NA,8.6597233333,65.033333333,NA,NA,95,1.31742,"2018W13",64.14,107.66,2017,39,2017-09-26,2018,13,2018-03-27,182,107.66
232,"B","2017W49",36.5,36.3,205,20,106,32.6913253,32.6697239,612.643127,-37.671874,1083,7.85718,54.1,NA,NA,73,1.231671,"2018W14",53.69,66.9,2017,49,2017-12-03,2018,14,2018-04-03,121,66.9
234,"B","2018W01",36.5,36.3,205,20,106,34.7540903,38.1066477,616.252502,-39.863348,993,10.642203333,60.033333333,NA,NA,94,1.291547,"2018W16",65.39,75.26,2018,1,2018-01-01,2018,16,2018-04-17,106,75.26
235,"B","2018W02",36.5,36.3,205,20,103,33.2439611,34.3147604,614.624023,-38.591696,1055,8.2473533333,58.2,NA,NA,91,1.217182,"2018W16",64.39,74.08,2018,2,2018-01-08,2018,16,2018-04-21,103,74.08
241,"B","2018W06",36.5,36.3,205,20,103,37.0683172,41.7517561,612.084717,-41.254093,932,9.0807133333,66.166666667,NA,NA,97,1.257073,"2018W17",60.11,103.95,2018,6,2018-02-07,2018,17,2018-04-24,76,103.95
240,"B","2018W06",36.5,36.3,205,20,102,35.3618825,36.7377356,613.165222,-40.229581,946,8.2616366667,59.4,NA,NA,91,1.279406,"2018W19",70.13,97.43,2018,6,2018-02-05,2018,19,2018-05-08,92,97.43
245,"B","2018W09",36.5,36.3,210,20,102,37.6581881,42.9377316,614.760925,-41.901325,921,11.070263333,69.2,NA,NA,114,1.284354,"2018W21",78.46,137.61,2018,9,2018-02-26,2018,21,2018-05-22,85,137.61
247,"B","2018W10",36.5,36.3,210,20,106,36.7117652,36.9154047,608.637512,-39.796349,960,8.67328,63,NA,NA,94,1.343634,"2018W21",51.92,90.17,2018,10,2018-03-07,2018,21,2018-05-26,80,90.17
248,"B","2018W11",36.5,36.3,210,20,104,34.2403192,37.5904512,606.115479,-39.896916,981,9.2508533333,58.566666667,NA,NA,102,1.370905,"2018W21",55.35,100.41,2018,11,2018-03-12,2018,21,2018-05-22,71,100.41
242,"B","2018W07",36.5,36.3,205,20,106,34.67227,35.6347122,612.099121,-39.806554,993,9.2248533333,60.566666667,NA,NA,94,1.287042,"2018W22",54.06,116.53,2018,7,2018-02-12,2018,22,2018-05-29,106,116.53
244,"B","2018W08",36.5,36.3,210,20,107,36.1417533,34.4496686,606.980713,-39.448876,967,9.5155566667,61.333333333,NA,NA,98,1.257369,"2018W23",61.79,104.05,2018,8,2018-02-19,2018,23,2018-06-05,106,104.05
246,"B","2018W10",36.5,36.3,210,20,106,37.718353,42.616425,611.206482,-41.658452,913,10.139403333,65.666666667,NA,NA,114,1.327417,"2018W24",83.01,120.32,2018,10,2018-03-05,2018,24,2018-06-12,99,120.32
249,"B","2018W11",36.5,36.3,210,20,106,35.6487224,38.3756332,604.043823,-39.888451,952,9.1104533333,60.166666667,NA,NA,102,1.388026,"2018W24",61.56,77.66,2018,11,2018-03-14,2018,24,2018-06-16,94,77.66
251,"B","2018W13",36.5,36.3,210,20,109,37.5723833,41.4034787,607.716675,-40.257444,911,8.9704033333,60.333333333,NA,NA,110,1.306482,"2018W26",75.2,114.32,2018,13,2018-03-26,2018,26,2018-06-26,92,114.32
252,"B","2018W14",36.5,36.3,210,20,102,36.3840424,42.5434119,605.924927,-40.911092,931,10.04142,60.666666667,NA,NA,113,1.321499,"2018W26",74.32,116.68,2018,14,2018-04-02,2018,26,2018-06-30,89,116.68
253,"B","2018W15",36.5,36.3,210,20,106,36.9419117,40.2263888,601.613525,-39.82998,922,10.729163333,64.6,NA,NA,106,1.347021,"2018W27",76.71,111.96,2018,15,2018-04-09,2018,27,2018-07-03,85,111.96
567,"A","2018W24",36.5,36.3,210,20,NA,NA,NA,NA,NA,NA,11.004233333,64.5,1.0648333333,3.6483333333,102.2127753,1.3303,"2018W35",11.86,79.64,2018,24,2018-06-11,2018,35,2018-08-28,78,79.64
568,"A","2018W24",36.5,36.3,210,20,NA,NA,NA,NA,NA,NA,10.65307,63.566666667,0.9613333333,3.4533333333,101.3812069,1.2756,"2018W35",14.73,93.29,2018,24,2018-06-13,2018,35,2018-09-01,80,93.29
259,"B","2018W20",36.5,36.3,210,20,104,36.7089926,39.1296626,625.461487,-41.179568,964,9.1595533333,66.766666667,NA,NA,102,1.276708,"2018W36",69.54,110.88,2018,20,2018-05-14,2018,36,2018-09-04,113,110.88
260,"B","2018W20",36.5,36.3,210,20,103,35.5050987,39.7352276,624.739929,-41.328204,978,6.4231,62.433333333,NA,NA,98,1.281673,"2018W36",68.59,110.15,2018,20,2018-05-16,2018,36,2018-09-08,115,110.15
254,"B","2018W16",36.5,36.3,210,20,105,35.2551876,40.9175662,607.031921,-39.522828,956,9.4514966667,64.9,NA,NA,106,1.321324,"2018W38",83.16,104.33,2018,16,2018-04-16,2018,38,2018-09-18,155,104.33
258,"B","2018W19",36.5,36.3,210,20,106,34.6898115,33.5806297,612.783325,-39.3135,1001,9.4260266667,60.533333333,NA,NA,90,1.290343,"2018W38",71.13,95.36,2018,19,2018-05-09,2018,38,2018-09-22,136,95.36
261,"B","2018W21",36.5,36.3,210,20,NA,NA,NA,NA,NA,NA,9.1304633333,60.9,NA,NA,91,1.245223,"2018W38",73.38,95.1,2018,21,2018-05-21,2018,38,2018-09-18,120,95.1
262,"B","2018W21",36.5,36.3,210,20,NA,NA,NA,NA,NA,NA,10.208446667,62.1,NA,NA,99,1.270957,"2018W39",71.37,93.22,2018,21,2018-05-23,2018,39,2018-09-25,125,93.22
263,"B","2018W23",36.5,36.3,210,20,NA,NA,NA,NA,NA,NA,11.325856667,63.333333333,0.9545,3.48,103,1.280409,"2018W39",79.71,115.67,2018,23,2018-06-04,2018,39,2018-09-29,117,115.67
264,"B","2018W25",36.5,36.3,210,20,106,36.6718783,41.4200261,621.586975,-41.839187,952,10.824123333,64.7,1.0301666667,3.9283333333,106,1.303816,"2018W39",119.02,150.41,2018,25,2018-06-18,2018,39,2018-09-25,99,150.41
266,"B","2018W34",36.5,36.3,210,20,103,38.2678394,47.1310053,632.541992,-42.426345,918,11.57256,66.166666667,1.117,4.3283333333,112.7125781,1.2712,"2018W42",74.41,105.55,2018,34,2018-08-20,2018,42,2018-10-16,57,105.55
268,"B","2018W36",36.5,36.3,210,20,106,36.6627529,46.9202878,644.252319,-41.990492,1026,10.8887,61.466666667,0.8215,3.19,111.4301595,1.279381,"2018W43",59.94,84.49,2018,36,2018-09-03,2018,43,2018-10-23,50,84.49
250,"B","2018W12",36.5,36.3,210,20,105,35.4365494,36.4820676,603.266907,-39.34944,973,8.61832,60.266666667,NA,NA,100,1.341352,"2018W44",73.55,104.65,2018,12,2018-03-19,2018,44,2018-10-30,225,104.65
265,"B","2018W26",36.5,36.3,210,20,107,37.478296,41.9498999,619.530579,-41.468207,926,11.17042,68.166666667,1.1131666667,4.3133333333,118,1.338754,"2018W44",87.29,118.54,2018,26,2018-06-25,2018,44,2018-11-03,131,118.54
269,"B","2018W36",36.5,36.3,210,20,102,34.9372617,42.2389487,627.889282,-40.209193,1038,9.6997466667,58.266666667,0.7696666667,3.01,88.33660456,1.304099,"2018W44",53.82,78.28,2018,36,2018-09-05,2018,44,2018-10-30,55,78.28
271,"B","2018W37",36.5,36.3,210,20,104,38.2668493,49.0686682,645.810425,-42.723637,1003,11.850413333,61.5,0.8701666667,3.8483333333,99.89841035,1.316017,"2018W45",42.62,67.62,2018,37,2018-09-12,2018,45,2018-11-06,55,67.62
255,"B","2018W17",36.5,36.3,210,20,105,35.0749089,37.72738,620.318726,-39.406468,1006,8.4001733333,60.2,NA,NA,94,1.263421,"2018W50",64.21,97.2,2018,17,2018-04-23,2018,50,2018-12-11,232,97.2
257,"B","2018W19",36.5,36.3,210,20,105,36.7186825,38.3843342,619.599121,-40.89954,964,10.2288,62.266666667,NA,NA,94,1.252465,"2018W51",75.69,94.78,2018,19,2018-05-07,2018,51,2018-12-18,225,94.78
273,"B","2018W50",36.5,36.6,210,20,106,42.3490635,53.3177362,701.274902,-44.899053,913,11.38802,70.133333333,1.1221666667,4.275,125.2061412,1.344414,"2019W07",88.86,132.1,2018,50,2018-12-10,2019,7,2019-02-13,65,132.1
256,"B","2018W18",36.5,36.3,210,20,110,36.1511253,40.6368096,627.072083,-41.364874,968,9.9646966667,63.8,NA,NA,97,1.242661,"2019W14",86.74,158.37,2018,18,2018-04-30,2019,14,2019-04-03,338,158.37
283,"B","2019W11",36.5,35.7,210,17,108,34.5744325,28.6463149,597.760376,-36.341222,992,8.56603,62.233333333,0.7028333333,3.2666666667,82.53566387,1.271402,"2019W19",77.22,100.92,2019,11,2019-03-12,2019,19,2019-05-08,57,100.92
286,"B","2019W12",36.5,35.7,210,17,112,34.8479128,30.7230747,605.901428,-36.482461,998,9.3697966667,61.466666667,0.707,2.9466666667,88.7373604,1.353601,"2019W19",64.15,94.31,2019,12,2019-03-19,2019,19,2019-05-12,54,94.31
289,"B","2019W13",36.5,35.7,210,17,111,34.8942103,26.277761,591.298584,-34.951865,994,8.19332,58.633333333,0.6278333333,2.6833333333,77.86685842,1.344559,"2019W19",66.35,142.3,2019,13,2019-03-26,2019,19,2019-05-08,43,142.3
290,"B","2019W13",36.5,35.7,210,17,111,37.5105989,29.9331436,594.780884,-37.090343,945,9.0508166667,59.733333333,0.7685,2.9166666667,88.2564534,1.331899,"2019W20",71.9,114.23,2019,13,2019-03-28,2019,20,2019-05-15,48,114.23
293,"B","2019W14",36.5,35.7,210,17,115,34.4314202,26.248834,591.330505,-34.499439,1012,8.2719666667,57.4,0.6318333333,2.68,86.64341117,1.299543,"2019W21",56.61,84.35,2019,14,2019-04-04,2019,21,2019-05-22,48,84.35
296,"B","2019W15",36.5,35.7,210,17,110,33.2372554,43.8281326,648.70813,-38.194047,1086,10.983386667,54.7,0.6198333333,2.875,115.2573777,1.246607,"2019W21",50.26,73.02,2019,15,2019-04-11,2019,21,2019-05-26,45,73.02
281,"B","2019W10",36.5,35.7,210,17,112,39.4617046,39.4331912,675.202026,-41.480541,961,8.67198,64.533333333,0.879,3.4133333333,86.28273092,1.316024,"2019W22",71.68,133.06,2019,10,2019-03-07,2019,22,2019-05-29,83,133.06
282,"B","2019W10",36.5,35.7,210,17,111,36.4691637,37.040872,618.844605,-38.203373,960,9.07369,62.366666667,0.8428333333,3.43,93.0655234,1.310263,"2019W22",55.22,99.09,2019,10,2019-03-09,2019,22,2019-06-02,85,99.09
288,"B","2019W12",36.5,35.7,210,17,105,34.4939659,33.9864173,610.637512,-37.424117,989,9.68495,62.666666667,0.7445,3.3433333333,95.00918919,1.33823,"2019W23",79.75,110.72,2019,12,2019-03-23,2019,23,2019-06-05,74,110.72
298,"B","2019W16",36.5,35.7,210,17,182,30.9770568,36.9189468,626.969788,-36.194082,1194,10.992036667,48.7,0.4618333333,2.5533333333,115.4577556,1.333627,"2019W24",56.13,106.44,2019,16,2019-04-16,2019,24,2019-06-12,57,106.44
278,"B","2019W09",36.5,35.7,210,17,NA,NA,NA,NA,NA,NA,9.6936633333,62.733333333,0.9581666667,4.1133333333,86.93395915,1.287125,"2019W26",64.48,103.96,2019,9,2019-02-26,2019,26,2019-06-26,120,103.96
299,"B","2019W16",36.5,35.7,210,17,108,33.0815952,42.1728775,646.855225,-38.148058,1111,10.440106667,54.233333333,0.6085,2.9333333333,111.8810098,1.364993,"2019W26",79.07,126.35,2019,16,2019-04-18,2019,26,2019-06-30,73,126.35
300,"B","2019W16",36.5,35.7,210,17,110,34.2124896,44.9475114,650.18457,-37.912612,1069,9.9720666667,56.866666667,0.654,3.1666666667,120.0764666,1.30667,"2019W26",70.27,103.76,2019,16,2019-04-20,2019,26,2019-06-26,67,103.76
301,"B","2019W17",36.5,35.7,210,17,92,34.3086636,43.274475,638.134277,-40.877578,1010,10.86077,58.766666667,0.6333333333,3.0316666667,117.1910246,1.328151,"2019W26",85.88,121.04,2019,17,2019-04-23,2019,26,2019-06-30,68,121.04
302,"B","2019W17",36.5,35.7,210,17,110,32.5136315,40.6324768,640.059815,-37.411326,1142,11.06548,50.466666667,0.5018333333,2.47,120.2067122,1.338109,"2019W26",61.78,96.3,2019,17,2019-04-25,2019,26,2019-06-26,62,96.3
297,"B","2019W15",36.5,35.7,210,17,107,34.0785716,44.7506256,645.008423,-38.402712,1050,10.70414,55.533333333,0.7066666667,3.1066666667,111.6605941,1.260777,"2019W27",96.85,136.13,2019,15,2019-04-13,2019,27,2019-07-03,81,136.13
304,"B","2019W18",36.5,35.7,210,17,302,29.2524232,32.8926778,625.564209,-35.282228,1283,11.07786,37.566666667,0.4296666667,2.4033333333,112.3518979,1.327466,"2019W27",61.59,92.11,2019,18,2019-04-30,2019,27,2019-07-07,68,92.11
292,"B","2019W14",36.5,35.7,210,17,112,35.961344,28.6093363,595.491821,-36.693515,978,6.3870766667,60.1,0.679,2.81,87.68537633,1.350532,"2019W28",81.05,112.82,2019,14,2019-04-02,2019,28,2019-07-10,99,112.82
295,"B","2019W15",36.5,35.7,210,17,113,37.0191487,30.7920854,599.762024,-37.755489,947,9.2252,62.5,0.7998333333,3.105,95.62034183,1.312839,"2019W28",84.54,113.3,2019,15,2019-04-09,2019,28,2019-07-14,96,113.3
305,"B","2019W19",36.5,35.7,210,17,-53,30.3881986,33.9950622,630.083374,-36.12901,1246,11.317816667,44.7,0.4356666667,2.0866666667,116.2292106,1.349416,"2019W28",51.33,64.36,2019,19,2019-05-07,2019,28,2019-07-10,64,64.36
310,"B","2019W22",36.5,35.7,210,17,113,35.9180786,46.8240645,656.81543,-38.991048,1064,10.205853333,51.966666667,0.6935,3.0116666667,121.0683372,1.244571,"2019W33",76.87,107.04,2019,22,2019-05-30,2019,33,2019-08-14,76,107.04
312,"B","2019W23",36.5,35.7,210,17,117,35.7517105,27.9500043,588.095581,-36.394732,1005,8.3889866667,45.533333333,0.7863333333,2.6766666667,88.74737929,1.31241,"2019W33",65.89,97.29,2019,23,2019-06-06,2019,33,2019-08-18,73,97.29
569,"A","2019W18",36.5,35.7,210,17,109,32.6324062,38.9478468,641.235474,-37.096359,1114,10.481643333,46.3,0.5671666667,2.8883333333,104.3635307,1.2642,"2019W35",14.92,133.15,2019,18,2019-05-02,2019,35,2019-08-28,118,133.15
571,"A","2019W19",36.5,35.7,210,17,-20,30.8330941,35.441142,631.577698,-36.666565,1222,10.70485,45.066666667,0.4953333333,2.2133333333,106.8167011,1.2703,"2019W35",14.02,105.25,2019,19,2019-05-09,2019,35,2019-09-01,115,105.25
279,"B","2019W09",36.5,35.7,210,17,109,37.7912392,34.5426655,666.075684,-40.666417,1001,8.2193566667,61.5,0.796,3.3583333333,81.97460571,1.3728,"2019W37",73.84,92.77,2019,9,2019-02-28,2019,37,2019-09-11,195,92.77
280,"B","2019W10",36.5,35.7,210,17,111,40.3574281,43.2313344,686.286804,-42.933496,952,8.87834,64.333333333,0.8823333333,3.805,93.24586352,1.363166,"2019W37",87.51,101.87,2019,10,2019-03-05,2019,37,2019-09-15,194,101.87
322,"B","2019W26",36.5,35.7,210,17,111,35.2311831,23.4556107,580.261292,-35.274218,1009,7.5665566667,56.533333333,0.8251666667,3.2566666667,81.1338939,1.261008,"2019W38",63.11,88.59,2019,26,2019-06-29,2019,38,2019-09-18,81,88.59
