"Lot.Number","Family","Production.Date","Production.Set.Point.A","Production.Set.Point.B","Production.Set.Point.C","Production.Set.Point.D","Growth.Time.A","Growth.Slope.A","Growth.Slope.B","Growth.Max","Growth.Slope.C","Growth.Time.B","Protein.Conc.A","Protein.C","Protein.Conc.B","Protein.Conc.C","Protein.Conc.D","Adjuvent.Conc","Potency.Test.Date","Inflection","Potency","prod_year","prod_week","Prod_date","pot_year","pot_week","Potency_date","Vacc_age","corrected_potency"
318,"B","2019W25",36.5,37.1,190,17,113,39.0228188,35.1659437,584.64148,-47.069601,924,12.667326667,57.9,1.44875,3.4825,NA,NA,"",NA,NA,2019,25,2019-06-20,NA,NA,NA,NA,NA
320,"B","2019W26",36.5,37.1,210,17,110,39.5933909,39.501071,588.108582,-45.153294,903,14.417716667,60.966666667,1.3185,3.98,NA,NA,"",NA,NA,2019,26,2019-06-25,NA,NA,NA,NA,NA
336,"B","2019W38",36.5,36.1,210,17,101,37.1082542,31.4443156,597.4104,-38.989841,942,8.7328466667,NA,NA,NA,NA,NA,"",NA,NA,2019,38,2019-09-19,NA,NA,NA,NA,NA
339,"B","2019W50",36.5,36.1,210,17,103,36.9206118,46.9449955,625.388428,-40.449749,934,13.28649,62.966666667,1.18225,5.325,133.9147989,1.321959,"",NA,NA,2019,50,2019-12-10,NA,NA,NA,NA,NA
340,"B","2019W50",36.5,36.1,210,17,101,36.6287965,43.2202432,620.644714,-39.916239,941,12.843723333,58.933333333,1.1763333333,4.8183333333,113.883719,1.306497,"",NA,NA,2019,50,2019-12-12,NA,NA,NA,NA,NA
573,"A","2019W51",36.5,36.1,210,17,101,35.3830166,43.9397691,625.041016,-40.338912,978,11.967796667,57.3,1.1488333333,5.0216666667,NA,NA,"",NA,NA,2019,51,2019-12-17,NA,NA,NA,NA,NA
575,"A","2020W05",36.5,35.7,210,17,103,35.2720727,31.819712,604.34259,-35.868682,989,9.2722333333,NA,NA,NA,NA,NA,"",NA,NA,2020,5,2020-01-31,NA,NA,NA,NA,NA
579,"A","2020W08",36.5,35.7,210,17,102,33.6701249,26.6473002,568.132629,-35.246652,996,8.8126233333,62.866666667,0.719,3.1833333333,87.59044,1.3223,"",NA,NA,2020,8,2020-02-19,NA,NA,NA,NA,NA
580,"A","2020W08",36.5,35.7,210,17,103,33.5815158,23.5286941,559.652771,-34.01918,999,9.06771,59.8,0.6675,3.1466666667,NA,1.3227,"",NA,NA,2020,8,2020-02-21,NA,NA,NA,NA,NA
581,"A","2020W09",36.5,35.7,210,17,105,32.8143932,26.2431112,568.949219,-34.613561,1005,9.7312766667,52.5,0.5736666667,2.5883333333,NA,1.2684,"",NA,NA,2020,9,2020-02-26,NA,NA,NA,NA,NA
582,"A","2020W09",36.5,35.7,210,17,106,33.502256,22.2147425,562.106506,-33.513782,1010,8.2995633333,47,0.5316666667,2.5866666667,NA,1.2643,"",NA,NA,2020,9,2020-02-28,NA,NA,NA,NA,NA
583,"A","2020W10",36.5,35.7,210,17,106,33.3990643,23.7609765,567.107483,-33.694602,1010,8.1621366667,49.833333333,0.6501666667,3.0783333333,NA,1.2899,"",NA,NA,2020,10,2020-03-04,NA,NA,NA,NA,NA
350,"B","2020W19",36.5,35.7,210,17,102,33.4097121,22.8796557,591.312622,-34.757133,1080,8.0504666667,49.433333333,0.5966666667,2.54,73.90443375,1.293949,"",NA,NA,2020,19,2020-05-06,NA,NA,NA,NA,NA
352,"B","2020W20",36.5,35.7,210,17,101,33.191709,22.9455416,593.525391,-35.041492,1090,7.7039066667,52.433333333,0.5425,2.24,73.81251281,1.310124,"",NA,NA,2020,20,2020-05-13,NA,NA,NA,NA,NA
353,"B","2020W20",36.5,35.7,210,17,106,33.4902152,26.7981404,602.598328,-35.963441,1065,9.1045733333,55.633333333,0.6165,2.8266666667,76.85611719,1.355162,"",NA,NA,2020,20,2020-05-15,NA,NA,NA,NA,NA
354,"B","2020W21",36.5,35.7,210,17,104,34.3630782,27.2192355,609.601624,-35.792626,1040,8.4410033333,53.266666667,0.639,2.95,80.75765031,1.308679,"",NA,NA,2020,21,2020-05-20,NA,NA,NA,NA,NA
355,"B","2020W21",36.5,36,210,17,102,35.7195986,32.2440534,620.719421,-38.816369,992,8.6399766667,57.433333333,0.8338333333,3.53,87.91727,1.38495,"",NA,NA,2020,21,2020-05-22,NA,NA,NA,NA,NA
356,"B","2020W22",36.5,36,210,17,106,35.6239658,34.8071111,619.185913,-37.80443,978,10.689416667,59.433333333,0.8968333333,3.6633333333,92.93206781,1.346227,"",NA,NA,2020,22,2020-05-27,NA,NA,NA,NA,NA
357,"B","2020W23",36.5,36,210,17,101,36.305741,41.7625375,633.830689,-38.53696,946,10.158863333,64.733333333,1.0018333333,4.2816666667,94.92368813,1.322637,"",NA,NA,2020,23,2020-06-03,NA,NA,NA,NA,NA
584,"A","2020W23",36.5,36,210,17,108,36.6443761,45.8560263,646.362793,-39.308211,945,11.183923333,66,1.1315,5.0916666667,NA,1.252,"",NA,NA,2020,23,2020-06-05,NA,NA,NA,NA,NA
358,"B","2020W33",36.5,36,210,17,NA,NA,NA,NA,NA,NA,10.50131,NA,NA,NA,107.6324143,NA,"",NA,NA,2020,33,2020-08-12,NA,NA,NA,NA,NA
359,"B","2020W33",36.5,36,210,17,NA,NA,NA,NA,NA,NA,10.562726667,NA,NA,NA,NA,NA,"",NA,NA,2020,33,2020-08-14,NA,NA,NA,NA,NA
69,"B","",36.5,36.3,205,15,NA,NA,NA,NA,NA,NA,10.354533333,64.666666667,NA,NA,112,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,"B","",NA,NA,NA,NA,100,29.7142399,19.6799753,571.547424,-32.372213,1153,6.29492,48.2,0.5131666667,2.1533333333,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,"B","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9686333333,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361,"B","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.023096667,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,"A","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,0.688,2.345,NA,1.3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,"A","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7092966667,NA,0.833,4.623,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,"A","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.55544,NA,1.21,6.49,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,"A","",36.4,35.8,220,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,"A","",36.4,35.8,220,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,"A","",36.4,35.8,220,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,"A","",36.4,35.8,220,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,"A","",36.4,35.8,220,15,NA,NA,NA,NA,NA,NA,8.7355933333,62.3,0.594,3.12,NA,1.1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,"A","",36.4,36.2,215,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
